CONCRETENESS,STDEV
2.8474768518518534,1.0620245574479088
3.211666666666667,0.4258618711898651
2.929216856060605,0.9568981839828442
2.4859629629629616,0.45974248114699373
2.3856879960317463,0.6836849475964754
2.4503867521367515,0.36305555722813654
2.9013333333333335,0.9655508502634342
2.7158809523809513,0.894842665222577
2.7315050505050498,1.1190239556347132
2.4143968253968233,0.5571394107431972
2.469961904761904,0.48265699552978236
3.3221875,0.7451722221238521
2.5885683760683733,0.22899201999729357
2.7878778258778247,0.7434302443615916
2.9368232323232317,0.9057527845238948
2.3406818181818174,0.20332650261750573
2.9419999999999997,0.956408908365036
2.46426893939394,0.7579868151367541
2.747123015873017,1.0811025289485794
2.474575757575758,0.5119968739143541
2.7228835978835964,0.8013129334258569
2.7416111111111117,1.037369802629423
2.451466666666666,0.5192325913794499
2.550388558201058,0.8848390013777555
2.3579034391534384,0.4183120349565431
2.844622895622895,0.468757510248761
2.0450793650793666,0.24226366950724348
2.51489478114478,0.5226479289845452
2.9455757575757584,0.5736545903073692
2.6019259259259266,0.6307326851881122
2.5311047979797965,0.4536556761039737
3.3935138888888883,0.8413820482737964
2.762288888888888,0.8475186497820534
2.5000884353741486,0.832608349232289
3.1405520833333336,0.6495137053576484
2.699050925925925,0.47797914568404354
2.456422222222222,0.46972896308981266
2.775815873015874,0.7971412016949431
3.0591388888888886,0.6205271193623997
3.061854545454546,1.0913314473647973
2.5728181818181826,0.537073110638393
2.945517419088847,0.5834659785672274
3.337895238095236,0.9568414453157443
2.990280303030302,0.3954672328308424
3.425472222222222,0.8363160601525812
2.879674603174603,1.0341949650693318
2.8598204264870923,0.8751952532419607
2.440964405964405,0.5387897958476459
2.798791666666667,0.7963832371519799
2.5084383116883116,0.6031172826233063
3.2843851783137485,0.859653007548059
3.1242,0.8198342515411269
3.3475,0.5013638805705286
2.9435634920634928,0.8738406019179127
2.8120808080808066,0.8706562663469275
3.006425757575756,0.3847498487592869
2.4606481481481466,0.2801931469334618
2.997039682539683,1.257173958875533
